stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,location_monitoring_station,Air Quality Index,Green Zones
247,31-07-2015,Madhya Pradesh,Bhopal,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",12.4,21.27272727,92.5,"Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",17,1
247,30-09-2015,Madhya Pradesh,Bhopal,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,5,50,"Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",3,1
247,30-10-2015,Madhya Pradesh,Bhopal,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,9,69,"Government Nutan Subhash Higher Sec. School, T.T. Nagar, Bhopal",3,1
342,28-02-2015,Madhya Pradesh,Satna,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.85454545,6,114,"Regional Office MPPCB,Dharwari GaliNo.5,House No.318, Satna",14,1
342,30-04-2015,Madhya Pradesh,Satna,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.9322314,7,92,"Regional Office MPPCB,Dharwari GaliNo.5,House No.318, Satna",14,1
342,31-08-2015,Madhya Pradesh,Satna,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10.92607062,16.12727273,43,"Regional Office MPPCB,Dharwari GaliNo.5,House No.318, Satna",14,1
343,28-02-2015,Madhya Pradesh,Satna,Madhya Pradesh State Pollution Control Board,Industrial Area,10.91934977,8,134,"Sub-divisional Office E/M Light Machniery, Satna",14,1
343,30-04-2015,Madhya Pradesh,Satna,Madhya Pradesh State Pollution Control Board,Industrial Area,11.00292702,6,220,"Sub-divisional Office E/M Light Machniery, Satna",16,1
478,31-03-2015,Madhya Pradesh,Gwalior,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",15,19,149,"Maharaj Bada, Gwalior",21,1
478,30-06-2015,Madhya Pradesh,Gwalior,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,12,131,"Maharaj Bada, Gwalior",13,1
478,31-08-2015,Madhya Pradesh,Gwalior,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10,14,129,"Maharaj Bada, Gwalior",14,1
479,30-04-2015,Madhya Pradesh,Gwalior,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10,13,122,"Dindayal Nagar, Gwalior",14,1
514,30-11-2015,Madhya Pradesh,Singrauli,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",17,20,95,"N.T.P.C., Vidyanagar, Singrauli",24,1
514,31-12-2015,Madhya Pradesh,Singrauli,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",13,15,91,"N.T.P.C., Vidyanagar, Singrauli",19,1
523,31-07-2015,Madhya Pradesh,Dewas,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",14,19,86,"Vikas Nagar, Dewas",20,1
524,31-01-2015,Madhya Pradesh,Dewas,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",14,14.21272727,120,"Dewas Metal Section, Dewas",20,1
524,28-02-2015,Madhya Pradesh,Dewas,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",14,14.02127273,127.7,"Dewas Metal Section, Dewas",20,1
524,30-09-2015,Madhya Pradesh,Dewas,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",15,21,85,"Dewas Metal Section, Dewas",21,1
525,30-04-2015,Madhya Pradesh,Dewas,Madhya Pradesh State Pollution Control Board,Industrial Area,17,22,94,"EID Perry (I) Limited, Dewas",24,1
525,31-08-2015,Madhya Pradesh,Dewas,Madhya Pradesh State Pollution Control Board,Industrial Area,17,16.4234,113.57,"EID Perry (I) Limited, Dewas",24,1
526,31-08-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,8,58,"Regional Office, Ujjain",10,1
526,31-12-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,11,97,"Regional Office, Ujjain",11,1
527,31-03-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,Industrial Area,17,18,125,"District Office, Ujjain",24,1
527,30-06-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,Industrial Area,13,14,99,"District Office, Ujjain",19,1
527,30-10-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,Industrial Area,15,16,113,"District Office, Ujjain",21,1
528,31-01-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,Sensitive Area,12,13,94,"Mahakal Temple, Ujjain",17,1
528,28-02-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,Sensitive Area,11,12,57,"Mahakal Temple, Ujjain",16,1
528,31-03-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,Sensitive Area,17,18,125,"Mahakal Temple, Ujjain",24,1
528,30-09-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,Sensitive Area,13,14,110,"Mahakal Temple, Ujjain",19,1
529,30-04-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",14,15,68,"Chamunda Mata Chouraha, Ujjain",20,1
529,31-08-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",13,14,68,"Chamunda Mata Chouraha, Ujjain",19,1
529,31-12-2015,Madhya Pradesh,Ujjain,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",19,22,142,"Chamunda Mata Chouraha, Ujjain",27,1
532,31-03-2015,Madhya Pradesh,Sagar,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,14,98,"Pt.Deendayal Nagar, Housing Board Colony, Sagar",3,1
532,30-06-2015,Madhya Pradesh,Sagar,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,12,69,"Pt.Deendayal Nagar, Housing Board Colony, Sagar",3,1
532,31-07-2015,Madhya Pradesh,Sagar,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,15,79,"Pt.Deendayal Nagar, Housing Board Colony, Sagar",3,1
532,30-10-2015,Madhya Pradesh,Sagar,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,14.9,115,"Pt.Deendayal Nagar, Housing Board Colony, Sagar",3,1
796,31-03-2015,Madhya Pradesh,Bhopal,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,27,267,"Kolar Thana, Kolar Road, Bhopal",3,1
796,30-06-2015,Madhya Pradesh,Bhopal,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,15.90833333,108.0769231,"Kolar Thana, Kolar Road, Bhopal",3,1
796,31-07-2015,Madhya Pradesh,Bhopal,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,27,201,"Kolar Thana, Kolar Road, Bhopal",3,1
796,30-10-2015,Madhya Pradesh,Bhopal,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,34,109,"Kolar Thana, Kolar Road, Bhopal",3,1
797,30-11-2015,Madhya Pradesh,Bhopal,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,51,191,"AKVN Office, Industrial Area Mandideep, Raisen",13,1
799,31-03-2015,Madhya Pradesh,Chhindwara,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,28,83,"HIG -33, Front of Geetanali Park Housing Board Colony, Chadangaon",9,1
799,30-04-2015,Madhya Pradesh,Chhindwara,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,29,89,"HIG -33, Front of Geetanali Park Housing Board Colony, Chadangaon",9,1
799,30-06-2015,Madhya Pradesh,Chhindwara,Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,32,82,"HIG -33, Front of Geetanali Park Housing Board Colony, Chadangaon",11,1
800,31-08-2015,Madhya Pradesh,Chhindwara,Madhya Pradesh State Pollution Control Board,Industrial Area,7,32,74,"Hindustan Unileaver, Narsinghpur Road",10,1
801,31-03-2015,Madhya Pradesh,Amlai,Madhya Pradesh State Pollution Control Board,Industrial Area,14,27,131.9076923,HJI,20,1
801,30-04-2015,Madhya Pradesh,Amlai,Madhya Pradesh State Pollution Control Board,Industrial Area,14,27,60,HJI,20,1
801,30-06-2015,Madhya Pradesh,Amlai,Madhya Pradesh State Pollution Control Board,Industrial Area,14,27,53,HJI,20,1
802,31-08-2015,Madhya Pradesh,Amlai,Madhya Pradesh State Pollution Control Board,Industrial Area,17,27,60,OPM,24,1
803,31-08-2015,Madhya Pradesh,Pithampur,Madhya Pradesh State Pollution Control Board,Industrial Area,7,16,106,"Vikas Bhavan, Sector-2, Ind. Area, Pithampur",10,1
803,31-12-2015,Madhya Pradesh,Pithampur,Madhya Pradesh State Pollution Control Board,Industrial Area,9,18,132,"Vikas Bhavan, Sector-2, Ind. Area, Pithampur",13,1
804,31-03-2015,Madhya Pradesh,Pithampur,Madhya Pradesh State Pollution Control Board,Industrial Area,9,19,132,"RCC Over Head Tank No. 1, Sector-3, Ind. Area, Pithampur",13,1
804,30-04-2015,Madhya Pradesh,Pithampur,Madhya Pradesh State Pollution Control Board,Industrial Area,9,20,147,"RCC Over Head Tank No. 1, Sector-3, Ind. Area, Pithampur",13,1
804,30-06-2015,Madhya Pradesh,Pithampur,Madhya Pradesh State Pollution Control Board,Industrial Area,7,16,143,"RCC Over Head Tank No. 1, Sector-3, Ind. Area, Pithampur",10,1
804,30-10-2015,Madhya Pradesh,Pithampur,Madhya Pradesh State Pollution Control Board,Industrial Area,7,19,100,"RCC Over Head Tank No. 1, Sector-3, Ind. Area, Pithampur",10,1
165,31-07-2015,Maharashtra,Nagpur,National Environmental Engineering Research Institute,Industrial Area,7,13,65,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",10,1
165,31-08-2015,Maharashtra,Nagpur,National Environmental Engineering Research Institute,Industrial Area,14,14,39,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",20,1
165,30-11-2015,Maharashtra,Nagpur,National Environmental Engineering Research Institute,Industrial Area,32,61,46,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",46,0
166,30-09-2015,Maharashtra,Nagpur,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,8,87,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",3,1
166,30-11-2015,Maharashtra,Nagpur,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,5,63,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",3,1
170,30-04-2015,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,4,19,81,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",6,1
170,30-10-2015,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,4,17,133,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",6,1
259,31-03-2015,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",23,29,59,"RTO Colony Tank, Nasik",33,1
259,30-06-2015,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",9,17,43,"RTO Colony Tank, Nasik",13,1
259,31-07-2015,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",9,20,33,"RTO Colony Tank, Nasik",13,1
259,30-10-2015,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",3,38,87,"RTO Colony Tank, Nasik",4,1
265,31-03-2015,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,18,48,93,Dombivali MIDC Phase-II,26,1
265,30-04-2015,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,19,52,99,Dombivali MIDC Phase-II,27,1
265,30-06-2015,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,21,47,91,Dombivali MIDC Phase-II,30,1
265,31-12-2015,Maharashtra,Dombivli,Maharashtra State Pollution Control Board,Industrial Area,28,55,151,Dombivali MIDC Phase-II,40,0
267,30-04-2015,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,13,275,"Sub-Regional Office, Bapat Nagar, Chandrapur",9,1
267,31-12-2015,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,21,175,"Sub-Regional Office, Bapat Nagar, Chandrapur",20,1
269,31-01-2015,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,22,25,129,"VIP Industrial Area, MIDC Satpura, Nasik",31,1
269,28-02-2015,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,26,30,89,"VIP Industrial Area, MIDC Satpura, Nasik",37,0
269,30-09-2015,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College",Industrial Area,4,25,62,"VIP Industrial Area, MIDC Satpura, Nasik",6,1
280,30-04-2015,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",20,23,139,Nasik Municipal Council Bldg. Nasik,29,1
280,31-08-2015,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",4,21,41,Nasik Municipal Council Bldg. Nasik,6,1
280,31-12-2015,Maharashtra,Nashik,"K.R.T.Arts,B.H.Commerce and A.M. Science College","Residential, Rural and other Areas",20,27,146,Nasik Municipal Council Bldg. Nasik,29,1
281,28-02-2015,Maharashtra,Chandrapur,Maharashtra State Pollution Control Board,Industrial Area,8,21,100,M.I.D.C. Chandrapur.,11,1
287,31-03-2015,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",12,39,79,Institution of Engineers.,17,1
287,30-06-2015,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas",9,28,152,Institution of Engineers.,13,1
288,31-01-2015,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9,24,164,"MIDC Office,Hingna Road,Nagpur",13,1
288,28-02-2015,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,10,30,121,"MIDC Office,Hingna Road,Nagpur",14,1
288,31-07-2015,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,7,19,85,"MIDC Office,Hingna Road,Nagpur",10,1
288,30-10-2015,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,9,28,78,"MIDC Office,Hingna Road,Nagpur",13,1
288,30-11-2015,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,11,38,99,"MIDC Office,Hingna Road,Nagpur",16,1
299,30-04-2015,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,15,35,73,"WIT Campus, Solapur",21,1
299,31-08-2015,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,13,36,73,"WIT Campus, Solapur",19,1
299,30-11-2015,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,12,35,78,"WIT Campus, Solapur",17,1
299,31-12-2015,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur",Industrial Area,13,35,74,"WIT Campus, Solapur",19,1
300,31-03-2015,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",14,36,74,"Chitale Clinic, Solapur",20,1
300,30-06-2015,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",12,36,72,"Chitale Clinic, Solapur",17,1
300,31-07-2015,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",13,34,71,"Chitale Clinic, Solapur",19,1
300,30-10-2015,Maharashtra,Solapur,"Walchand Institute of Technology, Solapur","Residential, Rural and other Areas",12,37,72,"Chitale Clinic, Solapur",17,1
303,31-01-2015,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",32,63,134,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",46,0
303,28-02-2015,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",22,59,165,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",31,1
303,31-03-2015,Maharashtra,Thane,Thane Municipal Corporation,"Residential, Rural and other Areas",25,61,115,"Terrace Of Maternity Hospital,Dhobighat,Kopri, Thane East",36,0
